觀測時間,測站氣壓,海平面氣壓,氣溫,露點溫度,相對溼度,風速,風向,最大陣風,最大陣風風向,降水量,降水時數,日照時數,全天空日射量,能見度,紫外線指數,總雲量
2014-06-26-06,1006.6,1007.3,26.3,23.4,84,0.7,190,2,190,0,0,0,0.02,N/A,0,N/A
2014-06-26-07,1006.9,1007.6,27.7,24.7,84,0.3,180,1.6,160,0,0,0.2,0.63,N/A,0,N/A
2014-06-26-08,1007.1,1007.8,29.7,24.7,75,2,230,5,220,0,0,0.4,1.28,18,2,3
2014-06-26-09,1006.8,1007.5,31.8,25.3,69,1.5,220,6.4,240,0,0,0.9,2.21,18,4,5
2014-06-26-10,1006.9,1007.6,33.2,25,62,2,240,8.2,230,0,0,0.9,2.7,N/A,7,7
2014-06-26-11,1006.6,1007.3,34.3,25.4,60,2.3,240,6.2,280,0,0,0.8,2.93,15,8,8
2014-06-26-12,1006,1006.7,33.9,24.9,60,1.9,240,6.8,290,0,0,0.5,2.7,N/A,8,9
2014-06-26-13,1005.6,1006.3,32.5,25.3,66,2,320,6.8,330,0,0,0.2,1.83,N/A,5,9
2014-06-26-14,1004.8,1005.5,33.7,24,57,3,240,7.7,210,0,0,0.1,1.32,15,4,9
2014-06-26-15,1004.7,1005.4,33.9,24.5,58,2.2,270,9.2,260,0,0,0.3,1.81,N/A,5,9
2014-06-26-16,1004.3,1005,33,24.7,62,2.4,280,7.5,270,0,0,0,0.56,N/A,1,9
2014-06-26-17,1004.6,1005.3,32.7,23.6,59,2.7,230,7.5,220,0,0,0.6,1.07,18,1,5
2014-06-26-18,1005,1005.7,32.4,23.6,60,1.8,240,6.4,220,0,0,0.3,0.43,N/A,0,N/A
2014-06-26-19,1005.6,1006.3,32,23.4,61,2.1,260,6.7,280,0,0,0,0,N/A,0,N/A
2014-06-26-20,1005.9,1006.6,30.5,24,68,1.9,60,3.2,50,0,0,N/A,0,12,0,2
2014-06-26-21,1006.5,1007.2,30.2,24.4,71,1.6,100,3.4,30,0,0,N/A,0,12,0,0
2014-06-26-22,1006.6,1007.3,30,24.4,72,1.3,130,2.9,100,0,0,N/A,0,N/A,0,N/A
2014-06-26-23,1006.7,1007.4,29.4,24.1,73,0.6,200,2.3,150,0,0,N/A,0,12,0,2
2014-06-26-24,1006.2,1006.9,29.1,23.9,74,0.5,180,2.7,120,0,0,N/A,0,N/A,0,N/A
2014-06-27-01,1005.7,1006.4,28.8,23.7,74,1.2,190,2.9,180,0,0,N/A,0,N/A,0,N/A
2014-06-27-02,1004.9,1005.6,28.4,23.9,77,1.4,160,2.5,200,0,0,N/A,0,12,0,0
2014-06-27-03,1004.5,1005.2,27.9,23.2,76,2,160,3.3,150,0,0,N/A,0,N/A,0,N/A
2014-06-27-04,1004.4,1005.1,27.5,22.9,76,1.9,160,3.7,180,0,0,N/A,0,N/A,0,N/A
2014-06-27-05,1004.4,1005.1,27.2,22.7,76,1.4,160,4.3,180,0,0,N/A,0,14,0,2
2014-06-27-06,1004.8,1005.5,27.4,22.9,76,0.9,180,2.6,140,0,0,0,0,N/A,0,N/A
2014-06-27-07,1005.2,1005.9,28.4,24.1,78,0.3,120,3.2,140,0,0,0.5,0.71,N/A,0,N/A
2014-06-27-08,1005.7,1006.4,30.7,25.2,73,0.7,310,2.8,250,0,0,0.4,1.44,16,2,2
2014-06-27-09,1005.7,1006.4,31.8,25,67,0.8,200,3.8,250,0,0,0.9,1.99,16,4,4
2014-06-27-10,1006.4,1007.1,33.1,25.2,63,1.7,270,6.5,290,0,0,0.8,2.51,N/A,6,5
2014-06-27-11,1006.2,1006.9,32.2,24.8,65,1.1,280,5.6,230,0,0,0.5,2.09,16,5,9
2014-06-27-12,1006.1,1006.8,33.6,25.4,62,2,280,6.1,280,0,0,0.2,1.44,N/A,5,9
2014-06-27-13,1005.3,1006,33,25.9,66,2,360,5.8,300,0,0,0.3,2.05,N/A,6,9
2014-06-27-14,1004.7,1005.4,33.9,26.4,65,1.2,280,4.7,30,0,0,0.2,1.42,16,4,9
2014-06-27-15,1004.3,1005,33.8,26.2,65,2.4,280,6.9,290,0,0,0.3,1.74,N/A,4,9
2014-06-27-16,1003.9,1004.6,34,26.6,65,0.9,310,6.8,280,0,0,0.4,1.74,N/A,3,9
2014-06-27-17,1004,1004.7,31.6,25.5,70,3,40,6.8,340,0,0,0.1,0.36,16,1,9
2014-06-27-18,1004.3,1005,31.1,24.7,69,1.6,10,5.2,30,0,0,0,0,N/A,0,N/A
2014-06-27-19,1004.6,1005.3,30.7,24.5,70,2.4,80,5.2,90,0,0,0,0,N/A,0,N/A
2014-06-27-20,1004.8,1005.5,30.2,24.2,70,2.2,60,5.8,40,0,0,N/A,0,16,0,8
2014-06-27-21,1005.2,1005.9,30.3,24.1,70,1.9,40,4.2,80,0,0,N/A,0,16,0,5
2014-06-27-22,1005.9,1006.6,30.1,24,70,0.2,0,2.6,20,0,0,N/A,0,N/A,0,N/A
2014-06-27-23,1005.6,1006.3,29.6,24.3,73,0.6,90,2.7,360,0,0,N/A,0,16,0,7
2014-06-27-24,1005.3,1006,29.3,24.6,76,1.1,130,2.2,160,0,0,N/A,0,N/A,0,N/A
2014-06-28-01,1004.8,1005.5,28.9,24.5,77,0.9,150,2,170,0,0,N/A,0,N/A,0,N/A
2014-06-28-02,1004.4,1005.1,28.5,24.1,77,0.9,160,2.9,130,0,0,N/A,0,16,0,9
2014-06-28-03,1003.7,1004.4,28.1,23.8,78,1.2,120,3,130,0,0,N/A,0,N/A,0,N/A
2014-06-28-04,1003.6,1004.3,28,23.8,78,0.3,150,2.3,110,0,0,N/A,0,N/A,0,N/A
2014-06-28-05,1003.7,1004.4,27.7,23.7,79,0.3,160,2.8,160,0,0,N/A,0,6,0,3
2014-06-28-06,1004.1,1004.8,27.9,23.6,78,1.4,160,2.7,160,0,0,0,0,N/A,0,N/A
2014-06-28-07,1004.4,1005.1,28.9,23.9,74,0.8,210,2.2,170,0,0,0,0.29,N/A,0,N/A
2014-06-28-08,1004.5,1005.2,29.5,24,72,1,200,2.3,180,0,0,0,0.61,8,1,9
2014-06-28-09,1004.6,1005.3,31.1,25.5,72,0.2,0,1.9,220,0,0,0,1.3,7,3,7
2014-06-28-10,1004.4,1005.1,31.5,25.8,72,0.8,60,2.8,80,0,0,0.3,1.76,N/A,4,9
2014-06-28-11,1004.3,1005,31,24.8,70,0.4,340,4.6,350,0,0,0.1,0.78,7,2,10
2014-06-28-12,1004.4,1005.1,32.9,26.4,69,1.7,330,5.2,360,0,0,0.1,1.38,N/A,4,9
2014-06-28-13,1003.9,1004.6,32.5,26.3,70,2,20,4.6,340,0,0,0,1.27,N/A,3,8
2014-06-28-14,1003.5,1004.2,31.8,25.7,70,2.5,80,4.8,60,0,0,0,1.28,8,3,8
2014-06-28-15,1003,1003.7,31.2,24.9,69,1.3,60,5.2,90,0,0,0,0.35,N/A,1,10
2014-06-28-16,1002.8,1003.5,32,25.9,70,1.3,80,5.3,30,0,0,0.1,0.91,N/A,1,10
2014-06-28-17,1003.2,1003.9,30.7,24.8,71,3,90,5.5,80,0,0,0.1,0.44,12,1,10
2014-06-28-18,1003.9,1004.6,30.4,24.6,71,1.7,70,6.2,80,0,0,0,0,N/A,0,N/A
2014-06-28-19,1004.5,1005.2,30.2,24.4,71,1.9,80,3.9,90,0,0,0,0,N/A,0,N/A
2014-06-28-20,1005.1,1005.8,29.7,24.4,73,1.9,80,4.5,50,0,0,N/A,0,10,0,7
2014-06-28-21,1005.1,1005.8,29.5,24.3,74,1.8,70,3.4,60,0,0,N/A,0,10,0,6
2014-06-28-22,1006.4,1007.1,28.9,24.2,76,2.1,90,5,80,0,0,N/A,0,N/A,0,N/A
2014-06-28-23,1006.2,1006.9,29,24.2,75,1.9,100,5.7,80,0,0,N/A,0,10,0,6
2014-06-28-24,1005.9,1006.6,28.6,24.5,79,1.5,120,3.7,90,0,0,N/A,0,N/A,0,N/A
2014-06-29-01,1005.9,1006.6,28.5,23.7,75,0.8,160,3.2,170,0,0,N/A,0,N/A,0,N/A
2014-06-29-02,1005.1,1005.8,28,23.6,77,0.9,120,2.7,110,0,0,N/A,0,10,0,4
2014-06-29-03,1004.8,1005.5,27.7,23.4,77,1.1,170,3.4,140,0,0,N/A,0,N/A,0,N/A
2014-06-29-04,1004.5,1005.2,27.5,23.3,78,0.5,180,2.6,100,0,0,N/A,0,N/A,0,N/A
2014-06-29-05,1004.9,1005.6,27.5,23.1,77,1,190,2.7,170,0,0,N/A,0,10,0,3
2014-06-29-06,1005.4,1006.1,27.5,23.1,77,0.2,0,2.3,100,0,0,0,0,N/A,0,N/A
2014-06-29-07,1006.1,1006.8,28.6,24.1,77,0.3,160,2,150,0,0,0,0.41,N/A,0,N/A
2014-06-29-08,1006.4,1007.1,29.2,24.3,75,0.3,160,1.6,210,0,0,0,0.6,7,1,8
2014-06-29-09,1006.1,1006.8,30,24.9,74,1,40,2.7,10,0,0,0.3,1.16,7,2,10
2014-06-29-10,1005.8,1006.5,31.9,25.2,68,0.8,280,2.9,290,0,0,0.5,1.66,N/A,5,5
2014-06-29-11,1005.7,1006.4,31.7,24.8,67,1.7,220,5.4,280,0,0,0.6,2.43,18,6,9
2014-06-29-12,1005.7,1006.4,32.5,25,65,1.2,270,5.1,220,0,0,0,1.17,N/A,4,9
2014-06-29-13,1005.5,1006.2,31.5,25.2,69,0.5,360,6.8,340,0,0,0,0.9,N/A,3,9
2014-06-29-14,1005.4,1006.1,32.6,25.8,68,1.1,330,5.9,340,0,0,0.1,1.69,18,5,9
2014-06-29-15,1005.2,1005.9,33.3,25.6,64,0.9,360,5.2,300,0,0,0.4,2,N/A,5,7
2014-06-29-16,1004.9,1005.6,31,26.3,76,2.3,90,5.8,150,0,0,0.2,1.66,N/A,3,9
2014-06-29-17,1004.9,1005.6,30.2,25,74,2.6,110,6,80,T,0.2,0,0.62,8,1,9
2014-06-29-18,1005.6,1006.3,28.9,25.3,81,1.9,60,4.1,110,3.5,0.8,0,0.17,N/A,0,N/A
2014-06-29-19,1006,1006.7,28.8,24.7,79,1.9,80,4.3,80,0,0,0,0,N/A,0,N/A
2014-06-29-20,1007,1007.7,27.6,24.7,84,1.8,90,4.7,70,9.5,0.7,N/A,0,3,0,10
2014-06-29-21,1007.6,1008.3,26.6,23.9,85,2.5,120,6.6,220,19.5,1,N/A,0,3,0,10
2014-06-29-22,1008.4,1009.1,26.6,23.6,84,1.7,130,4.7,110,0.5,1,N/A,0,N/A,0,N/A
2014-06-29-23,1008.7,1009.4,26.5,23.5,84,1.5,120,4.8,120,0.5,1,N/A,0,8,0,9
2014-06-29-24,1009.6,1010.3,25.2,22.5,85,0.5,240,9.3,220,32,1,N/A,0,N/A,0,N/A
2014-06-30-01,1009,1009.7,25.3,22.8,86,1.4,40,2.5,40,2,1,N/A,0,N/A,0,N/A
2014-06-30-02,1008.5,1009.2,25.6,22.9,85,0.4,80,2,40,4.5,1,N/A,0,8,0,9
2014-06-30-03,1008.3,1009,25.6,23.1,86,1.3,360,2.2,350,0.5,1,N/A,0,N/A,0,N/A
2014-06-30-04,1009,1009.7,25.8,22.9,84,0.6,110,3.2,190,T,0.3,N/A,0,N/A,0,N/A
2014-06-30-05,1008.5,1009.2,25.5,23,86,0.9,130,1.9,160,0,0,N/A,0,18,0,4
2014-06-30-06,1008.6,1009.3,25.9,23.1,85,0.8,160,3.4,150,0,0,0,0.03,N/A,0,N/A
2014-06-30-07,1008.6,1009.3,27,24.3,85,1.6,150,3.3,90,0,0,0.3,0.73,N/A,0,N/A
2014-06-30-08,1009,1009.7,28.5,25.3,83,0.7,30,3.3,170,0,0,0.3,1.47,18,2,6
2014-06-30-09,1009,1009.7,30.7,25.8,75,0.1,0,1.5,90,0,0,0.4,1.48,18,3,6
2014-06-30-10,1008.9,1009.6,31.8,25.9,71,0.6,330,3.7,360,0,0,0.7,2.46,N/A,6,7
2014-06-30-11,1008.6,1009.3,31.8,25.4,69,0.5,320,3.6,260,0,0,0.2,1.56,14,5,6
2014-06-30-12,1008.2,1008.9,33.2,25.8,65,1.6,200,3.3,270,0,0,0.6,2.58,N/A,8,7
2014-06-30-13,1007.9,1008.6,33.9,27.2,68,1.1,320,6,340,0,0,0.5,2.44,N/A,6,7
2014-06-30-14,1007.8,1008.5,30.9,25.7,74,2.4,360,7.1,330,0.2,0.3,0.3,1.32,12,4,8
2014-06-30-15,1007.6,1008.3,30.2,24.9,73,2.3,60,6.7,90,0.3,0.3,0,0.47,N/A,1,9
2014-06-30-16,1008.2,1008.9,28.2,24.6,81,1.5,140,7.2,10,1,0.5,0,0,N/A,0,10
2014-06-30-17,1008.8,1009.5,26.8,23.2,81,1.8,220,4.1,160,1.5,1,0,0,7,0,9
2014-06-30-18,1009.4,1010.1,27.1,23.5,81,1.1,210,4.1,280,T,0.1,0,0,N/A,0,N/A
2014-06-30-19,1009.1,1009.8,27,23.5,81,1,190,2,220,0,0,0,0,N/A,0,N/A
2014-06-30-20,1009.4,1010.1,27.1,23.6,81,1.6,140,3.7,170,0,0,N/A,0,10,0,7
2014-06-30-21,1009.7,1010.4,27.3,23.7,81,1.2,210,2,220,0,0,N/A,0,12,0,7
2014-06-30-22,1009.9,1010.6,27.5,23.5,79,1.9,160,3.7,180,0,0,N/A,0,N/A,0,N/A
2014-06-30-23,1009.6,1010.3,27.2,23.7,81,0.9,180,3.2,150,0,0,N/A,0,15,0,5
2014-06-30-24,1009.4,1010.1,27.4,23.5,79,0.8,150,2.1,160,0,0,N/A,0,N/A,0,N/A
2015-06-01-01,1006.1,1009.6,27.1,23.6,81,0.1,0,2,180,0,0,N/A,0,N/A,0,N/A
2015-06-01-02,1005.6,1009.1,27.4,23.3,78,0.2,0,2.2,280,0,0,N/A,0,15,0,8
2015-06-01-03,1004.3,1007.8,26.9,23.7,83,1.3,120,2.9,120,0,0,N/A,0,N/A,0,N/A
2015-06-01-04,1004,1007.5,26.9,23.3,81,1.1,60,3.6,150,0,0,N/A,0,N/A,0,N/A
2015-06-01-05,1004.5,1008,26.8,23.3,81,0.6,180,2.2,80,0,0,N/A,0,15,0,9
2015-06-01-06,1005.5,1009,26.9,23.3,81,0.5,190,2,170,0,0,0,0,N/A,0,N/A
2015-06-01-07,1006.3,1009.8,27.2,23.4,80,0.6,200,2,170,0,0,0,0.18,N/A,0,N/A
2015-06-01-08,1007.1,1010.6,27.7,24,80,1.1,190,2.9,200,T,0.5,0,0.81,12,1,9
2015-06-01-09,1007.4,1010.9,27.9,24.1,80,0.5,200,2.1,170,0.2,1,0,0.74,12,2,10
2015-06-01-10,1006.9,1010.4,29,24.7,78,1.1,230,3.1,300,T,0.5,0,0.94,N/A,3,10
2015-06-01-11,1006.8,1010.3,29.6,23.9,72,1.8,240,4.9,250,0,0,0,1.69,15,5,9
2015-06-01-12,1006.3,1009.7,29.7,24.5,74,0.4,V,4.5,210,0,0,0,1.24,N/A,4,10
2015-06-01-13,1005.7,1009.1,30.1,24.5,72,0.5,340,3.3,260,0,0,0,1.2,N/A,3,10
2015-06-01-14,1005.6,1009,30.9,25.4,73,0.3,V,3.7,260,0,0,0,0.89,20,3,10
2015-06-01-15,1005.1,1008.5,31.2,25.5,72,0.8,290,3.9,240,0,0,0,1.2,N/A,3,9
2015-06-01-16,1004.8,1008.2,29.9,25.2,76,1.8,20,5.6,360,0,0,0,0.43,N/A,1,10
2015-06-01-17,1005.1,1008.5,29.7,24.7,75,1,280,4.6,300,0,0,0,0.03,12,0,10
2015-06-01-18,1005.5,1009,29,24.7,78,2,90,3.4,270,0,0,0,0,N/A,0,N/A
2015-06-01-19,1006.3,1009.8,28.3,24.4,79,1.2,90,5.7,90,0,0,0,0,N/A,0,N/A
2015-06-01-20,1006.8,1010.3,28.2,24.4,80,2.4,70,4.4,80,0,0,N/A,0,10,0,8
2015-06-01-21,1007.4,1010.9,28.4,24.4,79,1,40,4,80,0,0,N/A,0,10,0,7
2015-06-01-22,1008,1011.5,28.7,24.1,76,0.2,0,2.4,90,0,0,N/A,0,N/A,0,N/A
2015-06-01-23,1007.8,1011.3,28.4,24.6,80,1.3,160,2.4,160,0,0,N/A,0,10,0,7
2015-06-01-24,1007.6,1011.1,27.6,24.2,82,0.5,120,3.6,140,0,0,N/A,0,N/A,0,N/A
2015-06-02-01,1006.6,1010.1,27,23.9,83,0.4,110,3,100,0,0,N/A,0,N/A,0,N/A
2015-06-02-02,1006,1009.5,26.8,23.6,83,0.1,0,2,160,0,0,N/A,0,10,0,1
2015-06-02-03,1005.6,1009.1,26.5,23.2,82,1.4,170,3.3,160,0,0,N/A,0,N/A,0,N/A
2015-06-02-04,1005.9,1009.4,26.3,22.8,81,0.8,140,3,170,0,0,N/A,0,N/A,0,N/A
2015-06-02-05,1006.1,1009.6,26.2,22.7,81,1.3,150,3.2,170,0,0,N/A,0,12,0,2
2015-06-02-06,1006.6,1010.1,26.1,22.9,83,1,160,3.5,170,0,0,0,0,N/A,0,N/A
2015-06-02-07,1006.6,1010.1,27.1,23.5,81,1.9,160,2.7,160,0,0,0.3,0.51,N/A,0,N/A
2015-06-02-08,1006.7,1010.2,29.1,25.3,80,0.5,70,2.6,180,0,0,0.7,1.5,12,2,5
2015-06-02-09,1006.9,1010.3,31.3,25.7,72,0.6,70,2.2,20,0,0,1,2.2,13,4,2
2015-06-02-10,1006.8,1010.2,33.4,25,62,0.4,340,2.6,80,0,0,1,3.09,N/A,7,3
2015-06-02-11,1006.6,1010,34.6,24.3,55,1.8,280,5.6,270,0,0,0.8,3.1,14,8,7
2015-06-02-12,1006,1009.4,35.7,25,54,2,250,6.8,300,0,0,0.9,3.49,N/A,9,7
2015-06-02-13,1005.6,1009,33.1,24.6,61,3.4,350,7.1,20,0,0,0.4,2.08,N/A,6,8
2015-06-02-14,1005.2,1008.6,33.2,24.5,60,0.9,260,7.6,350,0,0,0.1,0.75,16,2,9
2015-06-02-15,1005.2,1008.6,31,24.5,68,4.7,80,7.7,80,0,0,0,0.25,N/A,1,9
2015-06-02-16,1005.3,1008.7,30.5,24.1,69,3.5,80,7.7,80,0,0,0,0.06,N/A,0,9
2015-06-02-17,1005.6,1009,30.2,24,70,3.2,80,7.7,70,0,0,0,0,16,0,9
2015-06-02-18,1005.7,1009.1,29.7,24.1,72,2,100,5.2,80,0,0,0,0,N/A,0,N/A
2015-06-02-19,1006.2,1009.6,29.6,24.1,72,1.8,120,4.7,90,0,0,0,0,N/A,0,N/A
2015-06-02-20,1006.6,1010.1,29.5,24.1,73,1.3,170,3.3,170,0,0,N/A,0,14,0,3
2015-06-02-21,1006.7,1010.2,28.8,24.1,76,1.5,160,4.3,170,0,0,N/A,0,14,0,3
2015-06-02-22,1007,1010.5,28.3,24,78,1.3,160,3.8,170,0,0,N/A,0,N/A,0,N/A
2015-06-02-23,1006.8,1010.3,28,23.8,78,1,170,2.8,150,0,0,N/A,0,14,0,3
2015-06-02-24,1006.1,1009.6,27.6,23.5,78,1.2,140,3.8,160,0,0,N/A,0,N/A,0,N/A
2015-06-03-01,1005.9,1009.4,27.4,23.3,78,1.4,140,3.4,160,0,0,N/A,0,N/A,N/A,N/A
2015-06-03-02,1005.7,1009.2,27,23.1,79,1.9,160,3.5,160,0,0,N/A,0,14,N/A,4
2015-06-03-03,1005.3,1008.8,26.8,23,80,2,160,4.8,170,0,0,N/A,0,N/A,N/A,N/A
2015-06-03-04,1005.1,1008.6,26.7,22.6,78,1.1,160,5,160,0,0,N/A,0,N/A,N/A,N/A
2015-06-03-05,1005.5,1009,26.3,22.6,80,0.5,130,3.2,160,0,0,N/A,0,16,N/A,3
2015-06-03-06,1006.3,1009.8,26.7,23.1,81,1.2,150,2.6,160,0,0,0,0.15,N/A,N/A,N/A
2015-06-03-07,1006.5,1010,27.6,23.7,79,1.3,170,2.8,130,0,0,0.1,0.66,N/A,N/A,N/A
2015-06-03-08,1006.9,1010.4,29.4,25,77,0.3,60,2.6,170,0,0,0.4,1.1,16,N/A,7
2015-06-03-09,1007,1010.4,31.4,24.6,67,2.1,250,7,280,0,0,0.8,1.96,13,N/A,7
2015-06-03-10,1007,1010.4,31.8,24.7,66,2.4,260,6,280,0,0,0.3,1.55,N/A,N/A,8
2015-06-03-11,1006.7,1010.1,33.4,25.4,63,1.9,290,8.4,250,0,0,0.5,2.34,18,N/A,8
2015-06-03-12,1006.2,1009.6,34.1,24.8,58,2.9,290,9.5,210,0,0,0.7,3.05,N/A,N/A,8
2015-06-03-13,1005.8,1009.2,33.7,25,61,2.3,270,9.3,280,0,0,0.4,2.47,N/A,N/A,8
2015-06-03-14,1005.7,1009.1,33.1,24.7,61,3.5,280,9.6,270,0,0,0.2,1.65,18,N/A,8
2015-06-03-15,1005,1008.4,34.1,24,56,4,280,12.2,290,0,0,0.7,2.35,N/A,N/A,7
2015-06-03-16,1004.7,1008.1,34.3,23.8,54,1.9,270,8.4,280,0,0,0.7,2.06,N/A,N/A,6
2015-06-03-17,1004.6,1008,33.1,23.1,56,2.7,280,8.2,310,0,0,0.7,0.91,30,N/A,8
2015-06-03-18,1004.9,1008.3,32.4,22.8,57,1.1,310,6.2,270,0,0,0,0.18,N/A,N/A,N/A
2015-06-03-19,1005.5,1008.9,31.2,22.5,60,0.2,0,3.9,280,0,0,0,0,N/A,N/A,N/A
2015-06-03-20,1006.2,1009.6,30.2,24.1,70,1.2,350,4.6,330,0,0,N/A,0,25,N/A,9
2015-06-03-21,1006.9,1010.4,29.6,24,72,0.9,40,4,330,0,0,N/A,0,25,N/A,8
2015-06-03-22,1007.7,1011.2,28.6,24.5,79,2.7,60,5.8,70,0,0,N/A,0,N/A,N/A,N/A
2015-06-03-23,1007.4,1010.9,28.6,24.5,79,1.5,80,4.8,70,0,0,N/A,0,25,N/A,9
2015-06-03-24,1007.4,1010.9,28.2,24.5,80,1.7,80,5,80,0,0,N/A,0,N/A,N/A,N/A
2015-06-04-01,1007.3,1010.8,28.5,24.3,78,0.7,290,3.8,280,0,0,N/A,0,N/A,0,N/A
2015-06-04-02,1006.2,1009.7,28.1,24.3,80,0.8,170,2.9,280,0,0,N/A,0,15,0,10
2015-06-04-03,1005.9,1009.4,27.9,24,79,0.5,150,2,180,0,0,N/A,0,N/A,0,N/A
2015-06-04-04,1006.3,1009.8,27.8,23.7,78,0.6,130,3.4,170,0,0,N/A,0,N/A,0,N/A
2015-06-04-05,1006.2,1009.7,27.8,23.7,78,0.4,110,2,160,0,0,N/A,0,12,0,10
2015-06-04-06,1006.7,1010.2,27.8,23.9,79,0.6,210,2.5,160,0,0,0,0,N/A,0,N/A
2015-06-04-07,1006.6,1010.1,28.9,24.6,78,0.3,220,2.1,270,0,0,0,0.52,N/A,0,N/A
2015-06-04-08,1006.7,1010.2,29.4,23.7,71,1.6,230,4.2,230,0,0,0.2,0.83,15,1,10
2015-06-04-09,1006.3,1009.7,30.7,24.7,70,0.3,300,3.8,270,0,0,0.8,1.94,18,3,8
2015-06-04-10,1006.4,1009.8,30.7,25,72,1.4,340,5.3,330,0,0,0.1,1.28,N/A,3,10
2015-06-04-11,1006,1009.4,31,25.5,73,1.4,310,6,280,0,0,0,1.43,15,4,9
2015-06-04-12,1005.5,1008.9,31.9,25.6,69,0.6,300,4.6,300,0,0,0.1,1.5,N/A,4,10
2015-06-04-13,1004.9,1008.3,29.6,24.8,75,1.8,70,4.9,90,0,0,0,1.2,N/A,3,10
2015-06-04-14,1004.8,1008.3,28.8,24.9,80,1.9,40,6.9,90,0.4,0.1,0,1.18,10,3,10
2015-06-04-15,1005,1008.5,27.5,24.1,82,1.1,60,3.5,60,T,0.1,0,0,N/A,0,10
2015-06-04-16,1004.5,1008,26.8,23.4,82,2.4,80,4.3,80,0.1,0.6,0,0,N/A,0,10
2015-06-04-17,1003.9,1007.4,26.6,23.4,83,2.2,90,4.7,80,0.2,1,0,0,7,0,10
2015-06-04-18,1004.1,1007.6,26.9,23.8,83,0.7,50,4.8,90,0.2,1,0,0,N/A,0,N/A
2015-06-04-19,1004.6,1008.1,27,23.8,83,0.6,60,2.7,80,T,1,0,0,N/A,0,N/A
2015-06-04-20,1004.9,1008.4,27.2,23.9,82,0.9,70,2.6,80,T,0.1,N/A,0,7,0,8
2015-06-04-21,1005.5,1009,27.5,24.1,82,0.6,50,3.2,90,0,0,N/A,0,7,0,8
2015-06-04-22,1005.5,1009,27.6,24.1,81,0.1,0,2,70,0,0,N/A,0,N/A,0,N/A
2015-06-04-23,1005.1,1008.6,27.7,24.2,81,0.3,190,1.6,70,0,0,N/A,0,8,0,7
2015-06-04-24,1004.4,1007.9,27.7,24.3,82,0.3,130,2.2,170,0,0,N/A,0,N/A,0,N/A
2015-06-05-01,1003.9,1007.4,28,24,79,1.6,250,3.7,280,0,0,N/A,0,N/A,0,N/A
2015-06-05-02,1003.3,1006.8,27.9,24.1,80,0.7,270,3.6,190,0,0,N/A,0,9,0,6
2015-06-05-03,1002.8,1006.3,27.5,24,81,0.2,0,3.5,280,0,0,N/A,0,N/A,0,N/A
2015-06-05-04,1003.1,1006.6,27.4,23.9,81,0.9,190,1.6,150,0,0,N/A,0,N/A,0,N/A
2015-06-05-05,1003,1006.5,27,23.8,83,0.3,200,2.1,80,0,0,N/A,0,7,0,10
2015-06-05-06,1002.9,1006.4,27.1,23.7,82,0.8,130,1.9,140,0,0,0,0,N/A,0,N/A
2015-06-05-07,1003.2,1006.7,27.8,24.2,81,0.2,0,1.8,180,0,0,0,0.18,N/A,0,N/A
2015-06-05-08,1003.6,1007,30.3,25.2,74,1.5,240,4.8,270,0,0,0.6,1.28,11,2,8
2015-06-05-09,1003.7,1007.1,30.9,24.6,69,1.7,250,6.6,280,0,0,0.6,1.59,14,3,8
2015-06-05-10,1003.3,1006.7,31.7,24.6,66,2,220,7.2,280,0,0,0.4,1.88,N/A,4,8
2015-06-05-11,1002.6,1006,33.8,24.5,58,3.8,260,8.6,280,0,0,0.9,3.04,25,8,8
2015-06-05-12,1002.2,1005.6,35,23.7,52,2.4,220,9.4,270,0,0,0.9,3.64,N/A,9,8
2015-06-05-13,1001.9,1005.3,35.3,25.6,57,2.8,300,8.9,280,0,0,0.9,3.03,N/A,8,8
2015-06-05-14,1001.6,1005,35.1,25.6,58,3.1,300,8.6,310,0,0,0.9,3.14,20,7,8
2015-06-05-15,1001.5,1004.9,34.5,25.3,59,1.9,280,9.2,290,0,0,0.6,2.49,N/A,5,8
2015-06-05-16,1001.7,1005.1,33,24.3,60,3.6,290,9.8,290,0,0,0.2,1.66,N/A,3,8
2015-06-05-17,1002.1,1005.5,32.6,23.5,59,1.8,310,7.5,280,0,0,0,0.65,25,1,10
2015-06-05-18,1002.5,1005.9,31.8,22.6,58,1.6,300,7.2,270,0,0,0,0.09,N/A,0,N/A
2015-06-05-19,1003.4,1006.8,30.9,24.1,67,1.3,350,6.1,340,0,0,0,0,N/A,0,N/A
2015-06-05-20,1004.2,1007.6,29.8,24.7,74,1.7,10,5.8,340,0,0,N/A,0,20,0,9
2015-06-05-21,1004.3,1007.7,29.3,24.7,76,0.8,320,5.1,310,0,0,N/A,0,20,0,10
2015-06-05-22,1004.7,1008.1,29,24.3,76,2.5,360,4.8,340,0,0,N/A,0,N/A,0,N/A
2015-06-05-23,1005.3,1008.8,26.7,22.8,79,3,100,7.9,80,0,0,N/A,0,15,0,10
2015-06-05-24,1005.2,1008.7,25.9,22.3,81,3.8,80,8.5,90,0,0,N/A,0,N/A,0,N/A
2015-06-06-01,1005,1008.5,25.9,22.4,81,3,90,8.5,80,0,0,N/A,0,N/A,0,N/A
2015-06-06-02,1004.6,1008.1,25.5,22.3,83,2.6,80,8.3,70,0,0,N/A,0,8,0,10
